0,-1,-1,-1,-1,0,-1,-1,-1,13,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,13,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,13,13,0,0,0,0,0,0,75,-1,0
0,0,0,0,-1,0,-1,-1,13,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,-1,-1,-1,13,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,-1,13,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,0,-1,75,0,0,0
0,-1,0,0,36,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,-1,-1,13,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,-1,0
0,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,5,6,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,7,8,9,-1,46,-1,75,0,0,0
0,-1,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,-1,-1,30,7,8,9,-1,1,2,3,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0
0,-1,1,2,3,-1,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,7,8,9,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0
0,-1,4,5,6,-1,-1,-1,-1,7,8,9,-1,-1,1,2,3,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,13,-1,0
0,-1,7,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,13,40,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,13,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
